date,area_id,rainfall_mm,population,water_consumption_m3,area_water_usage_m3,residential_water_demand_m3
2010-08-01,zone_05,331.242,51387,195348.3,215651.576,192075.663
2010-09-01,zone_01,122.711,85451,328608.537,423789.585,326335.197
2010-09-01,zone_02,130.48,68455,164274.674,197982.629,165818.655
2010-09-01,zone_03,127.261,68682,181666.375,204428.762,169766.885
2010-09-01,zone_04,138.681,68507,133768.975,162182.99,140761.928
2010-09-01,zone_05,119.126,51485,209992.524,257356.505,200470.787
2010-10-01,zone_01,61.592,85587,377401.95,410460.825,368798.667
2010-10-01,zone_02,66.862,68571,197257.767,223274.053,202910.54
2010-10-01,zone_03,66.857,68606,202641.665,218618.613,202654.361
2010-10-01,zone_04,64.34,68487,174221.134,212605.553,168431.763
2010-10-01,zone_05,63.771,51500,236110.54,286575.977,222138.355
2010-11-01,zone_01,20.712,85584,437640.488,523702.434,407917.958
2010-11-01,zone_02,20.431,68760,189207.236,240625.752,195202.268
2010-11-01,zone_03,21.028,68724,203961.551,241390.657,203335.985
2010-11-01,zone_04,20.343,68449,190862.369,222232.309,182825.911
2010-11-01,zone_05,20.33,51542,228849.821,266187.042,228225.428
2010-12-01,zone_01,18.665,85643,399548.604,454795.167,397801.811
2010-12-01,zone_02,22.463,68668,217014.928,241634.861,203095.013
2010-12-01,zone_03,21.074,68841,220647.43,255008.312,224720.074
2010-12-01,zone_04,23.0,68590,172515.317,222395.92,163812.117
2010-12-01,zone_05,20.306,51570,250840.71,273974.48,245139.446
2011-01-01,zone_01,44.299,85895,397359.412,506534.8,401230.006
2011-01-01,zone_02,50.027,68752,231332.59,279769.559,215946.804
2011-01-01,zone_03,42.641,68858,227767.948,239956.125,221387.936
2011-01-01,zone_04,47.096,68671,179853.525,190974.164,174861.943
2011-01-01,zone_05,41.145,51678,278734.631,299684.441,259580.618
2011-02-01,zone_01,38.616,85731,367513.347,449149.792,362664.968
2011-02-01,zone_02,46.973,68892,209074.772,231692.692,201212.634
2011-02-01,zone_03,46.633,68953,217089.08,271308.403,214553.357
2011-02-01,zone_04,46.428,68740,139249.74,149322.998,145240.73
2011-02-01,zone_05,44.164,51770,254426.21,294333.106,241880.612
2011-03-01,zone_01,59.646,85823,417443.865,488319.257,397637.888
2011-03-01,zone_02,72.04,68977,210386.57,238445.816,220967.177
2011-03-01,zone_03,62.818,69023,202422.378,231227.973,203717.736
2011-03-01,zone_04,72.206,68737,148547.889,178986.64,152605.45
2011-03-01,zone_05,64.51,51802,223237.078,237879.045,233170.261
2011-04-01,zone_01,108.661,86086,374152.701,468264.547,370743.998
2011-04-01,zone_02,107.308,68961,207373.837,267011.524,201008.338
2011-04-01,zone_03,112.092,69229,215255.408,269222.523,199694.86
2011-04-01,zone_04,121.132,68886,151564.052,175673.698,159191.777
2011-04-01,zone_05,106.563,51870,225770.126,287260.621,218060.736
2011-05-01,zone_01,172.342,85899,404245.467,431854.734,376033.06
2011-05-01,zone_02,196.662,69005,210435.719,270289.081,203766.104
2011-05-01,zone_03,181.098,69268,213816.704,264177.602,210632.527
2011-05-01,zone_04,172.679,68959,172445.797,184695.636,174769.681
2011-05-01,zone_05,145.214,51874,254149.0,318586.489,243063.121
2011-06-01,zone_01,549.803,85835,332178.788,426477.411,329648.811
2011-06-01,zone_02,597.931,69078,166094.289,180060.811,172275.073
2011-06-01,zone_03,537.362,69296,186470.893,229831.703,186314.692
2011-06-01,zone_04,592.611,68929,144220.067,153213.659,138823.367
2011-06-01,zone_05,522.806,51892,217060.424,230779.801,204224.054
2011-07-01,zone_01,646.639,86124,302404.557,360604.466,313028.066
2011-07-01,zone_02,670.371,69291,166131.836,189436.542,158249.914
2011-07-01,zone_03,559.585,69348,160725.036,181084.311,158412.891
2011-07-01,zone_04,692.605,68911,124654.943,154608.542,125363.471
2011-07-01,zone_05,587.447,51941,203139.389,236351.21,195295.453
2011-08-01,zone_01,363.642,86210,286053.909,360623.662,297534.695
2011-08-01,zone_02,428.601,69244,173829.433,198206.535,163299.579
2011-08-01,zone_03,406.912,69525,176832.267,195183.165,167073.126
2011-08-01,zone_04,409.184,68956,121487.337,128960.286,127741.884
2011-08-01,zone_05,402.63,52070,219681.063,238013.527,209487.511
2011-09-01,zone_01,129.507,86132,314710.134,382509.424,314255.035
2011-09-01,zone_02,149.525,69486,183689.44,218262.55,172336.385
2011-09-01,zone_03,136.432,69515,162879.537,186582.581,158471.636
2011-09-01,zone_04,136.252,68977,144337.583,164282.316,134470.003
2011-09-01,zone_05,121.468,52179,221499.42,274119.177,221246.706
2011-10-01,zone_01,68.228,86216,355777.336,407666.62,351285.18
2011-10-01,zone_02,73.293,69460,190541.994,217045.372,196308.617
2011-10-01,zone_03,71.428,69709,192831.79,249635.804,181258.117
2011-10-01,zone_04,65.969,69175,164168.885,174704.619,152734.224
2011-10-01,zone_05,63.657,52182,218160.491,277044.688,226472.674
2011-11-01,zone_01,23.535,86326,428289.665,504145.643,414669.606
2011-11-01,zone_02,23.186,69444,214833.148,243703.809,211908.441
2011-11-01,zone_03,21.555,69659,184919.475,205251.256,184358.506
2011-11-01,zone_04,22.035,69135,163409.105,187366.244,157978.486
2011-11-01,zone_05,20.026,52280,230000.664,248792.499,233706.901
2011-12-01,zone_01,20.772,86338,443492.587,519143.478,412105.277
2011-12-01,zone_02,23.1,69662,227196.366,284875.213,222944.034
2011-12-01,zone_03,22.995,69617,198225.607,224114.445,204792.329
2011-12-01,zone_04,25.708,69140,161322.932,185538.255,158109.343
2011-12-01,zone_05,21.301,52317,271192.405,316565.518,258711.07
2012-01-01,zone_01,46.205,86228,384668.07,459653.361,387808.569
2012-01-01,zone_02,52.49,69716,238970.548,281398.357,231680.753
2012-01-01,zone_03,51.064,69964,222132.975,282003.153,210499.016
2012-01-01,zone_04,49.286,69234,168443.552,179693.621,167082.235
2012-01-01,zone_05,43.731,52357,267277.34,283998.457,248198.462
2012-02-01,zone_01,45.727,86422,388779.832,458232.802,379597.729
2012-02-01,zone_02,51.074,69848,205521.95,243692.087,214532.663
2012-02-01,zone_03,49.16,69948,194796.386,225840.976,195703.223
2012-02-01,zone_04,52.28,69264,175068.873,200566.699,166369.302
2012-02-01,zone_05,40.821,52404,275928.985,333023.583,262018.017
2012-03-01,zone_01,68.529,86624,390923.761,431921.161,408363.093
2012-03-01,zone_02,75.382,69780,214098.173,262922.46,204095.042
2012-03-01,zone_03,78.003,70014,233744.376,278419.746,224988.948
2012-03-01,zone_04,78.452,69419,175940.279,217468.205,175681.163
2012-03-01,zone_05,76.814,52559,302633.305,370477.535,282253.411
2012-04-01,zone_01,120.024,86462,427262.294,476335.094,408937.463
2012-04-01,zone_02,121.166,69959,208256.908,224176.084,208277.356
2012-04-01,zone_03,116.31,70111,216616.437,277178.196,201173.623
2012-04-01,zone_04,140.441,69546,168423.015,180063.029,161036.748
2012-04-01,zone_05,112.836,52499,240597.464,304841.161,234137.867
2012-05-01,zone_01,187.227,86469,420338.523,508813.684,419480.817
2012-05-01,zone_02,179.626,69979,223557.852,237795.185,209843.23
2012-05-01,zone_03,170.082,70081,181815.134,200774.115,188886.142
2012-05-01,zone_04,198.052,69486,148983.333,183654.756,155706.978
2012-05-01,zone_05,178.726,52614,234107.244,273802.683,225278.084
2012-06-01,zone_01,487.454,86819,348561.8,444030.86,338697.236
2012-06-01,zone_02,628.687,70009,196253.036,239746.107,190825.196
2012-06-01,zone_03,607.05,70255,159733.942,192409.221,162397.117
2012-06-01,zone_04,630.822,69553,128178.715,161678.359,130351.252
2012-06-01,zone_05,554.436,52664,199893.075,246770.035,198551.283
2012-07-01,zone_01,698.268,86879,378011.079,429948.318,354481.223
2012-07-01,zone_02,741.728,70269,160135.876,202851.545,165478.657
2012-07-01,zone_03,676.668,70331,170667.119,210798.904,169666.374
2012-07-01,zone_04,694.864,69693,132293.631,165507.353,129171.534
2012-07-01,zone_05,593.114,52781,193701.985,240845.247,186964.594
2012-08-01,zone_01,415.877,86902,344698.321,379548.048,325734.516
2012-08-01,zone_02,452.293,70271,179926.564,226943.542,181106.999
2012-08-01,zone_03,412.593,70360,164605.173,186116.501,157999.464
2012-08-01,zone_04,450.295,69603,143487.12,168216.472,133346.826
2012-08-01,zone_05,404.246,52761,197421.445,252131.916,183867.972
2012-09-01,zone_01,136.738,86924,349448.563,396614.265,329107.782
2012-09-01,zone_02,142.886,70217,169729.927,210127.801,168352.023
2012-09-01,zone_03,149.757,70362,177717.961,227241.245,170153.627
2012-09-01,zone_04,136.679,69576,154181.696,168056.539,143114.823
2012-09-01,zone_05,140.501,52831,203634.528,220447.677,190844.924
2012-10-01,zone_01,63.064,86937,419742.258,510978.457,390876.38
2012-10-01,zone_02,75.62,70270,207961.0,256863.663,205971.205
2012-10-01,zone_03,71.408,70471,194921.339,218194.068,204272.657
2012-10-01,zone_04,75.544,69690,173442.755,186543.28,172798.614
2012-10-01,zone_05,74.03,52895,242930.35,311202.413,225691.861
2012-11-01,zone_01,23.425,87072,362189.387,435953.866,368434.057
2012-11-01,zone_02,24.842,70450,192527.598,206081.402,186882.087
2012-11-01,zone_03,23.915,70572,213525.397,235281.851,200680.021
2012-11-01,zone_04,26.181,69945,171089.562,194003.866,171369.69
2012-11-01,zone_05,20.54,52902,253091.259,304765.0,236180.92
2012-12-01,zone_01,21.539,86978,459179.788,572158.891,425190.494
2012-12-01,zone_02,26.686,70294,197145.021,254878.502,183486.793
2012-12-01,zone_03,24.401,70509,214587.64,230015.765,208957.472
2012-12-01,zone_04,27.467,69917,173514.573,214799.264,167750.071
2012-12-01,zone_05,23.722,53125,224855.439,264394.178,235043.438
2013-01-01,zone_01,59.902,87213,392888.915,503407.98,409490.231
2013-01-01,zone_02,66.568,70489,234557.577,300054.213,217686.274
2013-01-01,zone_03,64.523,70734,218539.13,257825.137,208385.857
2013-01-01,zone_04,63.052,69943,170120.093,219860.63,167054.193
2013-01-01,zone_05,57.011,53038,256429.314,297366.778,244796.473
2013-02-01,zone_01,58.172,87082,386210.603,500001.509,389724.627
2013-02-01,zone_02,71.684,70685,214053.722,243278.157,215233.165
2013-02-01,zone_03,59.06,70958,199936.302,211680.218,189624.69
2013-02-01,zone_04,69.486,69919,155850.031,196751.65,149543.107
2013-02-01,zone_05,56.732,53181,243903.035,256645.574,234471.165
2013-03-01,zone_01,79.966,87256,388822.825,417856.578,379710.706
2013-03-01,zone_02,89.292,70668,235088.227,260165.157,219353.34
2013-03-01,zone_03,92.815,70996,234732.087,297920.612,223944.657
2013-03-01,zone_04,100.15,70123,169106.203,189523.938,162599.812
2013-03-01,zone_05,91.319,53243,260799.632,278487.184,253313.5
2013-04-01,zone_01,144.88,87210,406304.078,520485.638,404191.355
2013-04-01,zone_02,165.41,70701,245505.28,282996.201,230474.413
2013-04-01,zone_03,141.795,70899,206049.861,230797.983,205602.499
2013-04-01,zone_04,154.107,69889,155178.339,201179.704,144206.825
2013-04-01,zone_05,140.956,53311,247467.772,278319.564,247236.32
2013-05-01,zone_01,218.682,87254,420519.019,501149.401,420596.488
2013-05-01,zone_02,238.968,70851,223929.005,259146.201,217661.312
2013-05-01,zone_03,254.115,70961,200671.321,225219.682,199942.324
2013-05-01,zone_04,241.638,70222,166399.791,180178.056,167816.587
2013-05-01,zone_05,250.234,53315,242144.014,310433.769,251413.607
2013-06-01,zone_01,706.366,87530,328223.509,426107.838,315478.583
2013-06-01,zone_02,742.79,70922,173905.956,199518.544,171816.64
2013-06-01,zone_03,797.692,71292,179839.667,227297.385,169767.999
2013-06-01,zone_04,887.724,70123,129631.673,143138.98,131201.039
2013-06-01,zone_05,721.448,53383,220713.853,285309.45,210820.282
2013-07-01,zone_01,835.94,87395,307087.968,371630.87,290062.237
2013-07-01,zone_02,922.76,70952,182604.649,235977.925,173227.595
2013-07-01,zone_03,848.935,71277,187141.626,201241.152,175689.533
2013-07-01,zone_04,966.007,70177,122150.89,133365.343,123939.125
2013-07-01,zone_05,822.956,53391,184745.465,224219.491,183432.347
2013-08-01,zone_01,542.158,87545,317438.431,371522.607,314837.039
2013-08-01,zone_02,564.585,70893,176913.587,226942.194,169288.665
2013-08-01,zone_03,508.726,71262,193008.817,203577.767,190360.635
2013-08-01,zone_04,578.802,70502,126374.314,161999.297,128873.229
2013-08-01,zone_05,492.594,53496,182585.815,228422.151,185746.043
2013-09-01,zone_01,176.464,87484,329857.028,394412.021,325990.871
2013-09-01,zone_02,200.688,71034,171480.215,216315.045,169686.35
2013-09-01,zone_03,176.964,71390,191183.803,213959.312,185406.328
2013-09-01,zone_04,192.169,70226,130942.384,161972.558,128382.508
2013-09-01,zone_05,160.697,53549,191369.662,225674.266,189426.525
2013-10-01,zone_01,93.388,87695,377480.671,416250.695,383476.342
2013-10-01,zone_02,94.958,71214,211638.306,256744.432,215016.752
2013-10-01,zone_03,94.678,71493,216516.247,277251.053,207926.668
2013-10-01,zone_04,94.229,70562,158308.861,174098.804,155568.709
2013-10-01,zone_05,84.302,53639,255844.768,286744.327,252948.155
2013-11-01,zone_01,30.088,87711,382832.082,412626.415,391043.796
2013-11-01,zone_02,30.959,71220,197068.798,207859.978,198515.791
2013-11-01,zone_03,31.173,71516,216546.628,271888.707,212494.401
2013-11-01,zone_04,30.852,70365,166426.758,202194.015,169993.333
2013-11-01,zone_05,28.676,53721,266596.37,281306.017,274272.001
2013-12-01,zone_01,30.277,87628,446555.991,559189.497,414062.304
2013-12-01,zone_02,30.924,71421,198724.02,245012.143,201270.064
2013-12-01,zone_03,31.095,71639,212298.751,231040.104,209052.535
2013-12-01,zone_04,31.077,70580,164408.988,202691.42,171535.095
2013-12-01,zone_05,29.358,53689,258801.448,305392.862,272358.516
2014-01-01,zone_01,42.421,87674,366623.798,431458.863,385049.956
2014-01-01,zone_02,49.546,71354,205276.164,240868.995,209941.121
2014-01-01,zone_03,47.954,71813,241525.943,297918.272,226866.417
2014-01-01,zone_04,48.428,70612,178703.191,188687.797,175708.659
2014-01-01,zone_05,44.825,53771,272989.082,331479.918,267315.227
2014-02-01,zone_01,45.677,87932,397169.163,451528.794,371422.63
2014-02-01,zone_02,48.548,71497,218061.523,254422.371,212166.226
2014-02-01,zone_03,48.784,71917,225235.08,244423.471,208914.13
2014-02-01,zone_04,49.628,70664,142194.341,183628.703,147544.725
2014-02-01,zone_05,47.263,53909,263366.027,338272.479,244580.92
2014-03-01,zone_01,72.166,87967,390568.663,493360.153,376404.357
2014-03-01,zone_02,78.563,71422,218232.417,250191.226,207888.884
2014-03-01,zone_03,63.507,71759,217567.157,270840.808,224111.565
2014-03-01,zone_04,75.716,70699,153027.764,186950.354,157010.285
2014-03-01,zone_05,68.502,53873,265498.206,328212.324,264645.683
2014-04-01,zone_01,107.225,88034,390987.88,416360.191,392082.084
2014-04-01,zone_02,127.294,71554,208047.782,241231.037,215959.457
2014-04-01,zone_03,122.339,72022,210794.743,261133.675,209213.558
2014-04-01,zone_04,143.203,70731,178188.842,212052.227,170702.946
2014-04-01,zone_05,102.992,54059,249099.19,279725.737,260883.014
2014-05-01,zone_01,181.738,88087,428563.059,554923.441,414234.303
2014-05-01,zone_02,186.669,71682,212406.079,242894.131,216257.189
2014-05-01,zone_03,182.38,72009,212451.521,238772.632,209576.394
2014-05-01,zone_04,188.57,70869,166390.297,203594.288,172916.362
2014-05-01,zone_05,187.648,54036,227218.785,281902.373,223126.48
2014-06-01,zone_01,542.547,88208,337982.715,433524.419,335805.817
2014-06-01,zone_02,601.609,71778,192304.413,239843.923,181440.521
2014-06-01,zone_03,619.379,72208,169390.211,184772.024,167512.09
2014-06-01,zone_04,662.582,70882,119510.14,148585.22,121506.18
2014-06-01,zone_05,579.285,54030,199845.074,231956.869,199243.886
2014-07-01,zone_01,648.256,88039,312395.988,371931.563,301932.927
2014-07-01,zone_02,662.6,71716,161194.961,179858.445,166102.797
2014-07-01,zone_03,680.39,72202,174684.102,199025.458,169635.975
2014-07-01,zone_04,678.481,70920,121006.301,152080.743,118005.129
2014-07-01,zone_05,640.955,54229,199282.343,249276.551,197788.328
2014-08-01,zone_01,419.429,88146,283697.548,315105.94,286285.058
2014-08-01,zone_02,448.009,71773,184900.703,211731.859,173649.177
2014-08-01,zone_03,430.285,72272,163197.211,175665.031,169243.856
2014-08-01,zone_04,469.333,70966,129663.352,149263.108,129833.56
2014-08-01,zone_05,407.181,54246,222628.895,264670.33,221948.348
2014-09-01,zone_01,131.001,88467,340387.128,363322.231,331195.999
2014-09-01,zone_02,161.179,71902,187233.048,234699.41,174906.262
2014-09-01,zone_03,134.675,72451,173674.539,208950.161,182293.236
2014-09-01,zone_04,153.579,71236,149201.142,172768.798,144509.827
2014-09-01,zone_05,138.792,54258,220269.413,244828.911,215691.972
2014-10-01,zone_01,64.762,88452,397633.249,434308.69,412605.392
2014-10-01,zone_02,77.678,72038,218268.276,253618.997,206218.493
2014-10-01,zone_03,75.364,72478,210107.161,263832.671,203762.429
2014-10-01,zone_04,77.279,71035,181607.23,193720.343,171147.342
2014-10-01,zone_05,65.526,54361,256073.749,311426.686,237354.898
2014-11-01,zone_01,21.827,88587,405653.803,485214.748,426826.624
2014-11-01,zone_02,25.144,72028,214045.922,272381.302,211137.458
2014-11-01,zone_03,24.002,72488,222972.166,253166.429,221131.274
2014-11-01,zone_04,26.026,71338,147615.826,159755.55,144450.222
2014-11-01,zone_05,20.663,54341,214369.884,270013.642,219796.685
2014-12-01,zone_01,23.975,88549,448470.774,582581.72,424461.864
2014-12-01,zone_02,26.883,72109,234529.441,294877.898,223596.053
2014-12-01,zone_03,25.048,72509,203810.63,247240.795,212272.338
2014-12-01,zone_04,21.558,71121,170316.418,194894.376,166868.028
2014-12-01,zone_05,22.969,54427,246255.934,288391.277,242160.868
2015-01-01,zone_01,69.794,88756,403270.045,483173.461,394759.24
2015-01-01,zone_02,71.287,72244,227059.024,258897.796,213943.504
2015-01-01,zone_03,74.094,72775,228138.575,294157.007,218911.667
2015-01-01,zone_04,76.53,71226,168297.868,187190.697,160069.048
2015-01-01,zone_05,63.532,54554,259462.755,317486.715,250068.995
2015-02-01,zone_01,64.252,88598,388163.371,501197.778,394746.05
2015-02-01,zone_02,71.094,72351,187653.018,243442.162,187186.616
2015-02-01,zone_03,65.32,72751,194035.094,230073.401,190609.847
2015-02-01,zone_04,69.94,71450,154760.866,182704.826,162487.929
2015-02-01,zone_05,65.652,54491,224483.392,287609.638,225145.255
2015-03-01,zone_01,101.707,88774,427351.414,510197.671,410696.506
2015-03-01,zone_02,112.723,72279,207313.03,220104.399,206571.26
2015-03-01,zone_03,106.061,72681,203266.431,255599.81,197213.929
2015-03-01,zone_04,103.412,71346,162553.576,173643.472,170982.706
2015-03-01,zone_05,108.142,54645,253419.778,298161.601,236924.347
2015-04-01,zone_01,174.208,88853,425405.846,500553.515,410358.549
2015-04-01,zone_02,173.891,72451,221521.331,280003.18,223303.738
2015-04-01,zone_03,182.775,72926,204803.507,242502.494,210104.415
2015-04-01,zone_04,198.9,71376,160750.479,182694.381,158348.147
2015-04-01,zone_05,175.187,54655,250234.836,293235.154,245160.661
2015-05-01,zone_01,276.477,88851,392267.095,425938.097,400102.466
2015-05-01,zone_02,289.442,72536,210968.818,239941.899,211978.487
2015-05-01,zone_03,301.114,73117,241959.035,283425.769,227517.116
2015-05-01,zone_04,300.412,71565,155942.417,197108.202,149839.969
2015-05-01,zone_05,241.034,54788,238692.909,284962.585,246938.39
2015-06-01,zone_01,866.271,88951,352982.425,399733.699,333571.371
2015-06-01,zone_02,937.099,72609,190437.229,243246.25,177685.971
2015-06-01,zone_03,925.688,73034,179787.351,222690.508,178650.818
2015-06-01,zone_04,891.067,71538,126440.507,146768.619,124024.087
2015-06-01,zone_05,814.476,54878,198335.383,216318.55,201328.842
2015-07-01,zone_01,928.477,88973,334060.866,413998.803,332647.91
2015-07-01,zone_02,985.042,72785,165059.601,200543.029,166034.542
2015-07-01,zone_03,1072.635,72983,150513.911,191230.829,150364.142
2015-07-01,zone_04,931.331,71466,115942.489,138593.029,108183.717
2015-07-01,zone_05,900.39,54883,194386.059,218398.126,181023.485
2015-08-01,zone_01,616.557,88977,326744.74,365784.984,313036.933
2015-08-01,zone_02,651.314,72715,160518.712,207773.761,152065.578
2015-08-01,zone_03,627.182,73162,177175.578,223234.369,176732.049
2015-08-01,zone_04,621.29,71799,120899.911,137294.084,124575.359
2015-08-01,zone_05,570.866,55028,193493.813,245145.148,196569.603
2015-09-01,zone_01,190.053,89082,365916.135,454965.029,357810.478
2015-09-01,zone_02,222.354,72901,189564.055,229532.917,181381.54
2015-09-01,zone_03,206.452,73405,196707.3,215095.818,196000.992
2015-09-01,zone_04,225.008,71563,130713.378,169026.469,132339.443
2015-09-01,zone_05,206.04,54974,208997.788,221147.758,212050.372
2015-10-01,zone_01,103.879,89146,377250.098,429714.438,374718.588
2015-10-01,zone_02,109.503,72924,225281.775,284139.869,220977.768
2015-10-01,zone_03,105.291,73316,208232.713,269586.536,210392.654
2015-10-01,zone_04,104.832,71885,146354.043,181276.804,152732.62
2015-10-01,zone_05,107.724,55139,231570.82,286987.646,232593.273
2015-11-01,zone_01,35.633,89170,373422.741,447638.783,365527.871
2015-11-01,zone_02,39.427,72887,227967.34,244120.37,228757.111
2015-11-01,zone_03,32.499,73549,241761.055,283945.429,228031.024
2015-11-01,zone_04,36.567,71852,167424.557,180543.49,157379.786
2015-11-01,zone_05,32.717,55208,272648.301,352223.255,255319.911
2015-12-01,zone_01,31.658,89256,396004.692,415842.778,413357.697
2015-12-01,zone_02,37.404,73128,245879.857,298858.23,227891.601
2015-12-01,zone_03,35.105,73632,237137.845,276139.941,234628.537
2015-12-01,zone_04,38.724,71966,191772.735,207138.044,194317.129
2015-12-01,zone_05,33.199,55178,240165.026,263243.831,247374.496
2016-01-01,zone_01,43.437,89373,446730.645,470899.033,417405.055
2016-01-01,zone_02,52.126,73099,258510.536,299934.624,255083.167
2016-01-01,zone_03,46.523,73681,232180.516,254450.037,230723.788
2016-01-01,zone_04,45.336,71902,178142.342,205027.511,181204.021
2016-01-01,zone_05,41.376,55286,278292.47,327155.856,260173.613
2016-02-01,zone_01,43.694,89426,363676.283,385136.408,372963.167
2016-02-01,zone_02,47.76,73180,233822.67,261429.309,238751.805
2016-02-01,zone_03,47.23,73724,254519.554,309356.012,242142.046
2016-02-01,zone_04,43.74,72026,164257.518,181439.003,169298.781
2016-02-01,zone_05,38.085,55402,256213.864,269214.406,244444.241
2016-03-01,zone_01,62.323,89357,432108.025,553582.041,405615.741
2016-03-01,zone_02,70.255,73225,232031.063,267979.064,223545.48
2016-03-01,zone_03,67.659,73794,222939.197,241387.733,231188.857
2016-03-01,zone_04,72.51,72149,158943.908,173196.936,164524.689
2016-03-01,zone_05,66.778,55309,245192.919,306096.625,254432.993
2016-04-01,zone_01,96.467,89634,384708.994,425813.623,388770.225
2016-04-01,zone_02,115.071,73261,219264.961,265883.232,230324.688
2016-04-01,zone_03,109.37,73811,210802.525,229114.057,218220.16
2016-04-01,zone_04,121.326,72244,151959.16,189586.025,154101.216
2016-04-01,zone_05,105.768,55499,247349.293,262406.048,255567.475
2016-05-01,zone_01,167.67,89649,356437.247,441725.73,350483.799
2016-05-01,zone_02,203.626,73455,214368.884,273283.306,216563.706
2016-05-01,zone_03,190.599,73887,213979.8,252761.448,222468.769
2016-05-01,zone_04,170.651,72161,165335.408,203289.955,158843.806
2016-05-01,zone_05,156.67,55503,264195.29,317434.661,245131.393
2016-06-01,zone_01,566.033,89628,310859.275,332138.2,318303.85
2016-06-01,zone_02,582.963,73640,172423.54,184456.869,168895.027
2016-06-01,zone_03,619.458,73990,191799.419,204105.173,189602.249
2016-06-01,zone_04,607.986,72111,132196.717,166213.54,137774.669
2016-06-01,zone_05,467.642,55600,212534.319,232028.692,212352.12
2016-07-01,zone_01,591.346,89653,308788.782,327729.999,308881.708
2016-07-01,zone_02,670.08,73532,195069.173,233681.793,182537.523
2016-07-01,zone_03,641.825,74118,177468.721,207135.301,185441.269
2016-07-01,zone_04,658.59,72331,141684.72,179339.172,132479.802
2016-07-01,zone_05,632.567,55567,205795.226,227582.183,200293.224
2016-08-01,zone_01,377.783,89647,326419.477,404404.278,328293.52
2016-08-01,zone_02,472.992,73641,193360.423,250965.149,188142.024
2016-08-01,zone_03,419.954,74233,190251.655,202941.44,191019.705
2016-08-01,zone_04,422.633,72326,145526.59,182445.965,136026.41
2016-08-01,zone_05,394.527,55657,223131.659,255941.009,207659.791
2016-09-01,zone_01,119.754,89924,337361.604,433307.994,345232.215
2016-09-01,zone_02,137.464,73705,177694.213,225323.628,184018.83
2016-09-01,zone_03,138.364,74197,202019.916,214254.226,203942.509
2016-09-01,zone_04,137.72,72477,135257.677,172079.536,136947.915
2016-09-01,zone_05,135.881,55806,229737.859,277604.115,214659.811
2016-10-01,zone_01,61.405,89993,405100.549,455604.927,400819.447
2016-10-01,zone_02,72.522,73990,227181.983,266270.301,226944.071
2016-10-01,zone_03,73.421,74439,219838.761,261409.61,223754.707
2016-10-01,zone_04,68.636,72319,154111.526,172159.894,160466.414
