date,month,quarter,year,month_sin,month_cos,demand_lag_1,demand_lag_2,demand_lag_3,demand_lag_6,demand_lag_12,demand_rolling_mean_3,demand_rolling_std_3,demand_rolling_mean_6,demand_rolling_std_6,rainfall_mm_lag_1,temp_max_c_lag_1,temp_min_c_lag_1,humidity_max_pct_lag_1,humidity_min_pct_lag_1,wind_speed_kmh_lag_1,solar_radiation_mj_m2_lag_1,sunshine_hours_lag_1,reservoir_level_m_lag_1,canal_discharge_cumecs_lag_1,groundwater_level_m_bgl_lag_1,total_population_lag_1,urban_population_lag_1,total_households_lag_1
2014-04-01,4,2,2014,0.8660254037844387,-0.4999999999999998,3718096.2,3573518.2,3752960.5,3539668.0,3664190.8,3681524.966666667,95147.12863752908,3597110.3333333335,131553.22146911014,73.21,35.27,20.92,82.3,50.2,4.76,311.26,200.5,32.97,7.291,10.27,959116.0,316434.0,191809.0
2014-05-01,5,2,2014,0.49999999999999994,-0.8660254037844387,3939973.8,3718096.2,3573518.2,3388351.4,3599799.5,3743862.733333333,184581.58730723034,3663827.966666667,186590.20870603176,77.41,31.68,20.41,78.0,56.4,6.83,440.73,215.0,32.49,7.406,10.36,958096.0,317998.0,192086.0
2014-06-01,6,2,2014,1.2246467991473532e-16,-1.0,3371594.9,3939973.8,3718096.2,3610067.7,3143621.3,3676554.966666667,286457.49953779625,3661035.216666667,191596.22109028013,95.6,29.39,16.49,77.9,52.5,6.5,412.25,199.4,32.27,7.488,10.41,963135.0,321025.0,192882.0
2014-07-01,7,3,2014,-0.4999999999999997,-0.8660254037844388,2847653.1,3371594.9,3939973.8,3752960.5,2669087.6,3386407.266666667,546310.9760629245,3533966.116666667,386175.8673427172,261.85,30.01,16.22,93.7,66.1,7.1,228.31,137.3,32.94,8.0,10.33,965428.0,321958.0,193233.0
2014-08-01,8,3,2014,-0.8660254037844385,-0.5000000000000004,2678507.7,2847653.1,3371594.9,3573518.2,2446850.0,2965918.5666666664,361362.01675795094,3354890.6500000004,497413.59626220283,267.04,25.09,18.67,97.5,64.5,5.47,186.23,139.1,33.61,8.0,10.23,965633.0,324680.0,193097.0
2014-09-01,9,3,2014,-1.0,-1.8369701987210297e-16,2730299.8,2678507.7,2847653.1,3718096.2,2582219.3,2752153.533333333,86664.47271369612,3214354.25,540539.4110825687,238.73,32.53,14.18,93.3,65.5,7.57,238.19,151.5,34.11,8.0,10.15,967360.0,324343.0,193676.0
2014-10-01,10,4,2014,-0.8660254037844386,0.5000000000000001,2546731.7,2730299.8,2678507.7,3939973.8,3539668.0,2651846.4,94643.70302703326,3019126.8333333335,533703.2370964434,305.97,29.15,16.96,96.6,65.5,6.33,314.22,117.7,34.94,7.943,10.01,967918.0,326009.0,193616.0
2014-11-01,11,4,2014,-0.5000000000000004,0.8660254037844384,3346546.3,2546731.7,2730299.8,3371594.9,3388351.4,2874525.9333333336,418959.10509917705,2920222.25,353481.9367218518,86.02,33.08,21.53,80.9,51.6,6.35,352.02,213.7,34.5,8.0,10.08,970484.0,327749.0,194370.0
2014-12-01,12,4,2014,-2.4492935982947064e-16,1.0,3195046.9,3346546.3,2546731.7,2847653.1,3610067.7,3029441.6333333333,424846.65098608675,2890797.5833333335,313478.5003703093,60.31,31.43,23.43,80.5,53.8,6.05,389.13,222.8,34.02,7.638,10.11,972183.0,329715.0,194685.0
2015-01-01,1,1,2015,0.49999999999999994,0.8660254037844387,4073161.0,3195046.9,3346546.3,2678507.7,3752960.5,3538251.4,469397.72813597304,3095048.9,572215.7025879766,57.89,34.64,26.19,77.9,50.2,5.39,576.0,224.4,33.3,8.0,10.19,976636.0,331858.0,195343.0
2015-02-01,2,1,2015,0.8660254037844386,0.5000000000000001,4045602.4,4073161.0,3195046.9,2730299.8,3573518.2,3771270.1,499214.1336863107,3322898.016666667,641203.2621113812,53.9,35.62,21.77,81.2,56.0,9.08,460.37,193.4,32.66,8.0,10.27,978613.0,331109.0,195865.0
2015-03-01,3,1,2015,1.0,6.123233995736766e-17,3609542.2,4045602.4,4073161.0,2546731.7,3718096.2,3909435.1999999997,260080.23318823,3469438.4166666665,575822.1644154974,81.65,36.69,20.0,80.3,54.2,8.5,405.78,226.8,32.33,8.0,10.3,981618.0,333618.0,195889.0
2015-04-01,4,2,2015,0.8660254037844387,-0.4999999999999998,4086005.5,3609542.2,4045602.4,3346546.3,3939973.8,3913716.6999999997,264196.3237066218,3725984.0500000003,397926.9120164465,56.12,34.35,24.43,79.4,51.6,5.49,360.27,208.2,31.76,7.579,10.39,982959.0,334808.0,195905.0
2015-05-01,5,2,2015,0.49999999999999994,-0.8660254037844387,3818208.9,4086005.5,3609542.2,3195046.9,3371594.9,3837918.8666666667,238842.3772097975,3804594.483333333,351904.5188667108,67.21,32.96,18.95,74.9,56.6,4.02,372.05,211.1,31.32,7.521,10.46,981829.0,335880.0,195143.0
2015-06-01,6,2,2015,1.2246467991473532e-16,-1.0,3880915.2,3818208.9,4086005.5,4073161.0,2847653.1,3928376.533333333,140064.94338066044,3918905.8666666667,187113.8654838702,96.86,30.77,18.84,80.8,54.7,7.88,455.73,216.5,31.1,7.353,10.52,987162.0,337470.0,197706.0
2015-07-01,7,3,2015,-0.4999999999999997,-0.8660254037844388,3259847.5,3880915.2,3818208.9,4045602.4,2678507.7,3652990.533333333,341912.420816832,3783353.6166666667,308342.27829308674,266.48,30.12,19.53,94.1,64.2,8.63,280.91,138.6,31.78,8.0,10.42,987813.0,339672.0,197125.0
2015-08-01,8,3,2015,-0.8660254037844385,-0.5000000000000004,3004164.6,3259847.5,3880915.2,3609542.2,2730299.8,3381642.4333333336,450886.24728344195,3609780.65,408159.3937922307,174.85,23.36,14.07,93.2,64.6,5.65,280.95,146.5,32.1,7.934,10.37,991051.0,341692.0,197706.0
2015-09-01,9,3,2015,-1.0,-1.8369701987210297e-16,3116229.8,3004164.6,3259847.5,4086005.5,2546731.7,3126747.3000000003,128165.51678509491,3527561.9166666665,455192.9959293972,333.94,26.71,17.65,94.6,66.3,5.65,322.36,135.3,33.08,7.596,10.24,994845.0,342050.0,198725.0
2015-10-01,10,4,2015,-0.8660254037844386,0.5000000000000001,2615878.4,3116229.8,3004164.6,3818208.9,3346546.3,2912090.9333333336,262575.80037119327,3282540.733333333,488896.4378718728,298.09,26.87,19.37,94.3,63.0,3.78,341.02,134.5,33.93,8.0,10.13,996747.0,345242.0,199711.0
2015-11-01,11,4,2015,-0.5000000000000004,0.8660254037844384,3423753.9,2615878.4,3116229.8,3880915.2,3195046.9,3051954.033333333,407755.118313067,3216798.233333333,424774.5168066303,55.97,32.57,21.53,77.7,52.8,6.82,420.31,212.8,33.4,7.957,10.18,995439.0,343509.0,198253.0
2015-12-01,12,4,2015,-2.4492935982947064e-16,1.0,3641488.4,3423753.9,2615878.4,3259847.5,4073161.0,3227040.233333333,540362.0712217727,3176893.766666666,355506.15863319486,60.34,35.61,18.76,75.5,57.0,3.21,352.88,220.2,32.92,7.897,10.26,1000334.0,347985.0,199626.0
2016-01-01,1,1,2016,0.49999999999999994,0.8660254037844387,3751549.4,3641488.4,3423753.9,3004164.6,4045602.4,3605597.233333333,166819.0766626707,3258844.0833333335,427779.3339486716,91.28,36.5,22.72,78.2,55.0,9.07,353.22,205.3,32.55,7.607,10.34,998824.0,348574.0,198756.0
2016-02-01,2,1,2016,0.8660254037844386,0.5000000000000001,3990089.8,3751549.4,3641488.4,3116229.8,3609542.2,3794375.8666666667,178203.0126172308,3423164.9499999997,494535.41194696055,111.86,37.71,25.28,80.9,57.5,6.96,462.92,214.7,32.3,7.772,10.35,1005459.0,353931.0,200676.0
2016-03-01,3,1,2016,1.0,6.123233995736766e-17,3786273.0,3990089.8,3751549.4,2615878.4,4086005.5,3842637.4,128872.37795029554,3534838.8166666664,486957.559349749,49.28,32.9,26.83,83.5,57.7,6.02,501.08,210.9,31.78,7.415,10.41,1006373.0,351559.0,199945.0
2016-04-01,4,2,2016,0.8660254037844387,-0.4999999999999998,4125365.6,3786273.0,3990089.8,3423753.9,3818208.9,3967242.8000000003,170696.91532199568,3786420.016666667,249043.51278943935,71.28,34.12,19.39,79.9,54.8,6.02,472.55,226.3,31.35,7.588,10.46,1006057.0,351651.0,199988.0
2016-05-01,5,2,2016,0.49999999999999994,-0.8660254037844387,3881919.6,4125365.6,3786273.0,3641488.4,3880915.2,3931186.0666666664,174832.30936259372,3862780.966666667,174768.90252093607,80.98,29.84,19.7,78.5,52.5,3.32,441.12,213.4,31.09,8.0,10.56,1012823.0,356316.0,202031.0
2016-06-01,6,2,2016,1.2246467991473532e-16,-1.0,4163625.6,3881919.6,4125365.6,3751549.4,3259847.5,4056970.266666667,152800.55243793613,3949803.8333333335,172522.49931420604,83.38,32.05,18.08,78.3,52.8,7.93,440.37,211.8,30.77,7.957,10.6,1010800.0,355971.0,201823.0
2016-07-01,7,3,2016,-0.4999999999999997,-0.8660254037844388,3193854.6,4163625.6,3881919.6,3990089.8,3004164.6,3746466.6,498873.315098135,3856854.7000000007,354721.6482157605,335.75,27.9,16.97,94.6,63.8,6.26,269.62,137.9,31.86,8.0,10.46,1013443.0,358501.0,201843.0
2016-08-01,8,3,2016,-0.8660254037844385,-0.5000000000000004,2992556.5,3193854.6,4163625.6,3786273.0,3116229.8,3450012.233333333,626149.5500915931,3690599.15,488375.1790951187,290.3,28.55,13.72,94.0,67.9,4.41,199.06,123.8,32.65,7.752,10.32,1014901.0,357776.0,201373.0
2016-09-01,9,3,2016,-1.0,-1.8369701987210297e-16,2995762.4,2992556.5,3193854.6,4125365.6,2615878.4,3060724.5,115305.19109393274,3558847.3833333333,558935.6015211344,289.82,30.96,11.19,95.8,68.1,6.07,275.05,124.1,33.39,8.0,10.25,1017156.0,360999.0,202061.0
2016-10-01,10,4,2016,-0.8660254037844386,0.5000000000000001,3148479.3,2995762.4,2992556.5,3881919.6,3423753.9,3045599.4,89111.02522532329,3396033.0,500090.58513856796,236.69,33.67,17.33,98.8,65.1,7.4,287.58,153.0,33.79,7.644,10.19,1019714.0,362754.0,202176.0
2016-11-01,11,4,2016,-0.5000000000000004,0.8660254037844384,3731193.4,3148479.3,2995762.4,4163625.6,3641488.4,3291811.6999999997,388101.56094451615,3370911.966666667,473901.52447430894,108.24,30.59,21.94,79.3,54.0,6.42,418.61,217.4,33.42,7.497,10.31,1020015.0,364097.0,203228.0
2016-12-01,12,4,2016,-2.4492935982947064e-16,1.0,4125599.9,3731193.4,3148479.3,3193854.6,3751549.4,3668424.1999999997,491575.1682983722,3364574.3499999996,461265.9220952035,80.21,30.13,23.33,78.0,52.1,4.96,421.92,207.7,32.88,7.729,10.41,1021627.0,365252.0,203768.0
2017-01-01,1,1,2017,0.49999999999999994,0.8660254037844387,3662933.4,4125599.9,3731193.4,2992556.5,3990089.8,3839908.9,249758.61849144302,3442754.1500000004,466268.5186328347,76.31,34.29,23.37,80.6,53.0,3.16,420.6,215.6,32.48,7.785,10.4,1027694.0,367998.0,204328.0
2017-02-01,2,1,2017,0.8660254037844386,0.5000000000000001,4107061.4,3662933.4,4125599.9,2995762.4,3786273.0,3965198.233333333,261933.08515361007,3628504.9666666663,472998.4482687712,53.85,35.79,23.94,80.5,56.9,4.36,343.42,197.2,31.9,8.0,10.51,1026918.0,369199.0,204405.0
2017-03-01,3,1,2017,1.0,6.123233995736766e-17,3858090.6,4107061.4,3662933.4,3148479.3,4125365.6,3876028.4666666663,222606.70562994672,3772226.3333333335,359735.75865217095,94.34,30.46,20.06,78.3,53.9,5.53,419.08,204.2,31.63,7.867,10.55,1031628.0,371378.0,205558.0
2017-04-01,4,2,2017,0.8660254037844387,-0.4999999999999998,4141325.0,3858090.6,4107061.4,3731193.4,3881919.6,4035492.3333333335,154586.64176926407,3937700.6166666667,214444.45142747698,87.68,34.96,18.93,80.8,55.2,5.07,515.93,206.9,31.25,7.516,10.6,1032648.0,373336.0,205742.0
2017-05-01,5,2,2017,0.49999999999999994,-0.8660254037844387,4003817.8,4141325.0,3858090.6,4125599.9,4163625.6,4001077.7999999993,141637.0786053046,3983138.016666667,189352.06427399575,105.1,32.14,17.85,78.5,55.8,7.48,377.78,213.9,31.0,7.437,10.66,1032915.0,371391.0,206031.0
2017-06-01,6,2,2017,1.2246467991473532e-16,-1.0,3896865.9,4003817.8,4141325.0,3662933.4,3193854.6,4014002.9,122547.39935924922,3945015.6833333336,177594.27769087467,109.19,32.73,14.24,79.4,53.3,5.75,380.95,209.5,30.82,8.0,10.69,1037243.0,373912.0,205923.0
2017-07-01,7,3,2017,-0.4999999999999997,-0.8660254037844388,3140934.9,3896865.9,4003817.8,4107061.4,2992556.5,3680539.533333333,470361.0820045662,3858015.933333333,368581.16878043115,383.92,28.07,16.69,95.0,65.9,7.66,363.74,147.1,32.09,7.106,10.56,1040450.0,377557.0,206602.0
2017-08-01,8,3,2017,-0.8660254037844385,-0.5000000000000004,3254941.2,3140934.9,3896865.9,3858090.6,2995762.4,3430914.0,407532.50047711685,3715995.9,414708.99199501117,288.93,29.88,17.73,95.4,66.8,7.63,344.18,140.3,32.85,8.0,10.49,1043903.0,378804.0,207128.0
2017-09-01,9,3,2017,-1.0,-1.8369701987210297e-16,2989690.2,3254941.2,3140934.9,4141325.0,3148479.3,3128522.1,133060.44285635446,3571262.5,498309.1939426027,289.06,29.3,9.24,91.6,65.9,6.13,240.81,140.2,33.54,8.0,10.36,1043571.0,381193.0,207559.0
2017-10-01,10,4,2017,-0.8660254037844386,0.5000000000000001,2798315.7,2989690.2,3254941.2,4003817.8,3731193.4,3014315.7000000007,229306.614056918,3347427.6166666667,492630.375754793,347.52,30.0,18.82,98.2,65.3,7.15,286.87,125.4,34.48,8.0,10.2,1047184.0,383166.0,208233.0
2017-11-01,11,4,2017,-0.5000000000000004,0.8660254037844384,3890176.9,2798315.7,2989690.2,3896865.9,4125599.9,3226060.9333333336,583046.7928895272,3328487.466666667,463680.87553227553,60.25,33.85,20.07,79.4,54.8,4.5,455.22,210.6,33.8,8.0,10.22,1046889.0,383775.0,207975.0
2017-12-01,12,4,2017,-2.4492935982947064e-16,1.0,3761866.5,3890176.9,2798315.7,3140934.9,3662933.4,3483453.033333333,596804.6278577063,3305987.5666666664,432833.83456617815,73.45,31.17,22.89,80.9,51.9,6.56,462.64,210.6,33.33,7.883,10.32,1050041.0,386627.0,208747.0
2018-01-01,1,1,2018,0.49999999999999994,0.8660254037844387,4115402.2,3761866.5,3890176.9,3254941.2,4107061.4,3922481.8666666667,178968.1003618483,3468398.7833333337,530352.8802244372,76.05,34.86,22.5,81.7,58.0,5.84,498.84,226.3,32.83,8.0,10.41,1051845.0,386332.0,208861.0
2018-02-01,2,1,2018,0.8660254037844386,0.5000000000000001,4340075.6,4115402.2,3761866.5,2989690.2,3858090.6,4072448.0999999996,291487.9617768393,3649254.516666666,620382.8564630357,142.22,36.26,25.65,79.9,53.5,6.0,456.29,204.2,32.55,7.593,10.42,1053859.0,389117.0,210115.0
2018-03-01,3,1,2018,1.0,6.123233995736766e-17,4046696.2,4340075.6,4115402.2,2798315.7,4141325.0,4167391.3333333335,153443.86783009637,3825422.183333333,540573.5779936669,140.67,36.98,24.22,77.5,57.9,4.43,313.22,203.3,32.37,7.989,10.5,1054983.0,390680.0,209821.0
